Question,Generated Answer,Correct Answer,Evaluation
Which Android version introduced the HIDE_OVERLAY_WINDOWS permission to prevent overlay attacks?,B,D,Incorrect
Manually vetting applications requesting which permission can help detect potential overlay attacks?,C,C,Correct
Which malware can perform overlay attacks specifically by injecting HTML phishing pages into a webview?,A,C,Incorrect
Which of the following methods can adversaries use to capture keystrokes on Android as described in MITRE ATT&CK T1417.001?,A,A,Correct
Which malicious software mentioned in MITRE ATT&CK T1417.001 is capable of using web injects to capture user credentials?,No content generated.,D,Incorrect
Which of the following is a recommended mitigation technique for preventing keylogging described in MITRE ATT&CK T1417.001?,B,D,Incorrect
How can application vetting services detect potential keylogging threats as per MITRE ATT&CK T1417.001?,B,B,Correct
"Premise: Under MITRE ATT&CK Technique T1548.006, adversaries may manipulate the TCC database. What is the primary file path of the TCC database on macOS systems?",A,B,Incorrect
"Premise: Considering the detection methods for Technique T1548.006, what kind of system logs might indicate an attempt to abuse TCC mechanisms?",C,C,Correct
Premise: M1047 Audit Mitigation for Technique T1548.006 includes monitoring of certain applications. What command is suggested for resetting permissions?,C,C,Correct
"What is a common tactic used by adversaries employing the Adversary-in-the-Middle (AiTM) method, specifically noted in the MITRE ATT&CK framework?",B,A,Incorrect
Which MITRE ATT&CK technique involves adversaries manipulating victim DNS settings to redirect users or push additional malware?,A,D,Incorrect
What mitigation strategy recommended by MITRE ATT&CK involves the use of best practices for authentication protocols such as Kerberos and ensuring web traffic is protected by SSL/TLS?,C,C,Correct
"In the context of detecting AiTM techniques, what data source should be monitored for changes to settings associated with network protocols and services commonly abused for AiTM?",B,C,Incorrect
"As noted in the MITRE ATT&CK examples, which adversary group has used modified versions of PHProxy to examine web traffic?",A,C,Incorrect
Which mitigation method should be used to prevent an application from creating overlay windows in Android 12?,B,A,Incorrect
"Phenakite is known to use which technique during its operations, as per MITRE ATT&CK?",C,B,Incorrect
In which detection source can permissions requests be identified?,A,A,Correct
"In the context of MITRE ATT&CK focusing on Defense Evasion, which technique might involve renaming a binary to avoid detection on a compromised device?",A,B,Incorrect
"Which of the following procedures involves wiping the entire device, referenced under technique T1630.002: Indicator Removal on Host: File Deletion?",A,B,Incorrect
"In the context of MITRE ATT&CK’s T1630.002, which operation could CarbonSteal perform to evade detection?",B,B,Correct
Which mitigation strategy is recommended to address the risks associated with T1630.002: Indicator Removal on Host: File Deletion?,C,B,Incorrect
What data source can be used to detect applications requesting device administrator permissions under T1630.002: Indicator Removal on Host: File Deletion?,A,C,Incorrect
"Which malware example leverages the accessibility service to uninstall itself, as per MITRE ATT&CK T1630.001 (Indicator Removal on Host: Uninstall Malicious Application)?",B,D,Incorrect
What mitigation strategy suggested for T1630.001 (Indicator Removal on Host: Uninstall Malicious Application) focuses on identifying rooted devices and can inform mobile security software to take action?,A,A,Correct
"To detect misuse of the accessibility service for uninstalling malware as described in MITRE ATT&CK T1630.001, what data source should be monitored?",C,A,Incorrect
Which mitigation technique advises providing users with guidance on the risks of device rooting?,C,C,Correct
Which data source is used to detect if an application has device administrator permissions?,A,A,Correct
"In the context of MITRE ATT&CK, T1629.003 pertains to which tactic?",B,C,Incorrect
"Which mitigation technique can help detect unauthorized modification of system files, according to the MITRE ATT&CK framework for T1629.003?",A,A,Correct
Which of the following malware has been documented to modify SELinux configuration as described in MITRE ATT&CK ID T1629.003?,A,D,Incorrect
What specific callback method does AndroidOS/MalLocker.B override to spawn a new notification instance upon dismissal?,C,C,Correct
"Which mitigation technique, as described in the document, became more effective with the release of Android 7 to counteract Impair Defenses: Device Lockout?",C,C,Correct
How does the malware Rotexy inhibit the removal of administrator permissions as per its described behavior?,A,D,Incorrect
"When targeting an Android device, which API call could adversaries use to prevent the uninstallation of a malicious application?",A,A,Correct
Which of the following tools abuse Accessibility Services to prevent application removal?,C,B,Incorrect
"Regarding MITRE ATT&CK technique T1629.001, which mitigation strategy involves using an EMM/MDM to manage application permissions?",B,B,Correct
Which detection method involves monitoring API calls to detect the use of performGlobalAction(int)?,A,B,Incorrect
"1. In the context of MITRE ATT&CK technique T1629 (Impair Defenses), which detection data source is most directly associated with identifying if security tools are terminated?",D,D,Correct
2. What is the primary objective of the mitigation strategy M1001 (Security Updates) concerning the MITRE ATT&CK technique T1629 (Impair Defenses)?,C,C,Correct
Which tools are mentioned in the description of Active Scanning: Wordlist Scanning (T1595.003) for enumerating a website's pages and directories?,B,B,Correct
Which adversary groups are noted for utilizing brute force techniques on web directories according to the procedure examples of T1595.003?,A,C,Incorrect
What is a recommended mitigation strategy for minimizing exposure to the techniques described in T1595.003 according to the document?,B,C,Incorrect
"In the context of MITRE ATT&CK for Enterprise, which of the following frameworks might adversaries use to implement T1617 Hooking for evasion?",A,A,Correct
Which mitigation strategy is recommended for detecting devices compromised through T1617 Hooking?,B,C,Incorrect
Which procedure involves replacing /system/bin/ip to achieve execution hijacking on an Android device?,A,C,Incorrect
What mitigation technique can detect unauthorized modifications to the system partition on Android devices?,D,D,Correct
"Which of the following mitigations helps in detecting unauthorized modifications made to the system partition, potentially preventing T1625: Hijack Execution Flow?",C,C,Correct
"In the context of T1625: Hijack Execution Flow, YiSpecter hijacks which specific system routine to achieve its goal?",No content generated.,D,Incorrect
"Which of the following is an example of an adversary group that utilizes the ""Hide Artifacts: Conceal Multimedia Files"" technique (T1628.003)?",A,B,Incorrect
"Regarding the use of the .nomedia file on Android devices in the context of T1628.003 (Hide Artifacts: Conceal Multimedia Files), which of the following statements is true?",C,C,Correct
