CVE ID,Description,CWE Mapping,References
** CVE-2024-38080,"**** A vulnerability in the Windows Hyper-V component affects Windows 11 and Windows Server 2022 systems. It allows an attacker to increase their account privileges on a Windows machine. This flaw is being exploited in active attacks, but Microsoft has provided scant details about its exploitation.",**** N/A,****
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** Not provided,"**** [Microsoft Patch Tuesday, July 2024 Edition](https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/)"
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** Not provided,"**** [Microsoft Patch Tuesday, July 2024 Edition](https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/)"
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** Not provided,"**** [Microsoft Patch Tuesday, July 2024 Edition](https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/)"
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network. This is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** Not provided,"**** [Microsoft Patch Tuesday, July 2024 Edition](https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/)"
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network allows attackers to exploit the ""ping-of-death"" vulnerability and install malicious software by sending a vulnerable Windows host a specially crafted data packet over a local network.",**** N/A,**** https://www.theregister.com/2024/07/10/patch_tuesday_july_security/
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allows attackers to exploit a vulnerability likely requiring an ""attack chain"" of exploits or programmatic changes on the target host to execute malicious code.",**** N/A,**** https://www.theregister.com/2024/07/10/patch_tuesday_july_security/
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office allows attackers to exploit the vulnerability and leak NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",**** N/A,**** https://www.theregister.com/2024/07/10/patch_tuesday_july_security/
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://www.theregister.com/2024/07/10/patch_tuesday_july_security/
** CVE-2023-23397,**** An elevation of privilege bug in Microsoft Outlook leaks NTLM hashes.,**** N/A,**** https://www.theregister.com/2024/07/10/patch_tuesday_july_security/
** CVE-2024-38080,"**** CVE-2024-38080 is a bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine. Although Microsoft says this flaw is being exploited, it has offered scant details about its exploitation.",**** CWE-264,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** CVE-2024-38112 is a weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** CWE-400,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** CVE-2024-38021 is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",**** CWE-264,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38080,****,**** N/A,****
** CVE-2024-38112,****,**** N/A,****
** CVE-2024-38021,****,**** N/A,****
** CVE-2024-38053,****,**** N/A,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** CWE-492: Use After Free,**** Microsoft Security Response Center (MSRC) - CVE-2024-38080
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Successful exploitation of this vulnerability requires an attacker to take additional actions prior to exploitation to prepare the target environment.",**** CWE-120: Buffer Overflow,**** MSRC - CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** CWE-190: Integer Overflow,**** MSRC - CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network. This vulnerability is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,**** MSRC - CVE-2024-38053
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** Not provided,****
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** Not provided,****
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** Not provided,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component allows an attacker to increase their account privileges on a Windows machine. This flaw is being exploited in active attacks against Windows users.,**** CWE-284,****
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allows an attacker to execute remote code. This flaw is being exploited in active attacks against Windows users.",**** CWE-120,****
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office allows attackers to disclose NTLM hashes, which could be leveraged in an NTLM relay or ""pass the hash"" attack.",**** CWE-359,****
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is a ""ping-of-death"" vulnerability that could allow attackers to crash a vulnerable Windows host with a specially crafted data packet.",**** CWE-119,****
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,**** A remote code execution flaw in Microsoft Office.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network that should be a priority for road warriors to patch.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office that leads to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack, allowing an attacker to masquerade as a legitimate user without ever having to log in.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2023-23397,**** An elevation of privilege bug in Microsoft Outlook that could also leak NTLM hashes.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-23397
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network, a local network “ping-of-death” vulnerability that should be prioritized for patching by road warriors.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A security flaw in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. This vulnerability allows an attacker to increase their account privileges on a Windows machine. Microsoft has confirmed that this vulnerability is being actively exploited.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A security flaw in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Successful exploitation of this vulnerability requires an attacker to take additional actions prior to exploitation to prepare the target environment. Microsoft has confirmed that this vulnerability is being actively exploited.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this vulnerability could lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security flaw in Windows Layer Two Bridge Network. This vulnerability is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
